period_end,entity_id,client_group_id,external_ar_eom
2024-11-30,CADIVI,CG04,2938621834.5929146
2024-11-30,CADIVI,CG05,2321024382.3568616
2024-11-30,CADIVI,CG06,2304037740.2610574
2024-11-30,CADIVI,CG07,1495559975.5362675
2024-11-30,CADIVI,CG08,1637553267.0901325
2024-12-31,CADIVI,CG01,9598523728.384832
2024-12-31,CADIVI,CG02,4616665526.3523
2024-12-31,CADIVI,CG03,4584482321.153796
2024-12-31,CADIVI,CG04,3250639549.6528244
2024-12-31,CADIVI,CG05,2534364918.454304
2024-12-31,CADIVI,CG06,1716908975.65118
2024-12-31,CADIVI,CG07,1878145753.4194078
2024-12-31,CADIVI,CG08,1503802745.5124736
2025-01-31,CADIVI,CG01,8650988837.803642
2025-01-31,CADIVI,CG02,5055854713.995788
2025-01-31,CADIVI,CG03,4005002518.0309553
2025-01-31,CADIVI,CG04,2758056809.1279597
2025-01-31,CADIVI,CG05,2231154324.1465917
2025-01-31,CADIVI,CG06,2176559058.404652
2025-01-31,CADIVI,CG07,1825365674.4208944
2025-01-31,CADIVI,CG08,966520704.5651929
2025-02-28,CADIVI,CG01,9126415967.658066
2025-02-28,CADIVI,CG02,4305032893.76825
2025-02-28,CADIVI,CG03,4097884553.383383
2025-02-28,CADIVI,CG04,3261858159.4672985
2025-02-28,CADIVI,CG05,2067737749.8420167
2025-02-28,CADIVI,CG06,2098108261.950439
2025-02-28,CADIVI,CG07,1580510270.3143456
2025-02-28,CADIVI,CG08,1352455999.737873
2025-03-31,CADIVI,CG01,9576000084.434162
2025-03-31,CADIVI,CG02,5958768448.914445
2025-03-31,CADIVI,CG03,3600924156.37078
2025-03-31,CADIVI,CG04,3753444635.4806232
2025-03-31,CADIVI,CG05,2683891658.808366
2025-03-31,CADIVI,CG06,2174500065.1096225
2025-03-31,CADIVI,CG07,2007772668.8628926
2025-03-31,CADIVI,CG08,1359041646.5985386
2025-04-30,CADIVI,CG01,9662805946.554283
2025-04-30,CADIVI,CG02,5502688595.92656
2025-04-30,CADIVI,CG03,4154221751.781214
2025-04-30,CADIVI,CG04,2939528034.2174435
2025-04-30,CADIVI,CG05,2670017677.338458
2025-04-30,CADIVI,CG06,2240416922.0039387
2025-04-30,CADIVI,CG07,1994476281.5682042
2025-04-30,CADIVI,CG08,1558994648.230774
2025-05-31,CADIVI,CG01,9265737154.652996
2025-05-31,CADIVI,CG02,6652758233.143415
2025-05-31,CADIVI,CG03,3567586558.758585
2025-05-31,CADIVI,CG04,3403195065.1871862
2025-05-31,CADIVI,CG05,2748418212.5299344
2025-05-31,CADIVI,CG06,1935213826.335606
2025-05-31,CADIVI,CG07,2217502987.882704
2025-05-31,CADIVI,CG08,1661486836.976438
2025-06-30,CADIVI,CG01,9914394018.08441
2025-06-30,CADIVI,CG02,5440457586.220411
2025-06-30,CADIVI,CG03,4234848340.720509
2025-06-30,CADIVI,CG04,3210248381.597426
2025-06-30,CADIVI,CG05,2817999673.716978
2025-06-30,CADIVI,CG06,2201926362.7789407
2025-06-30,CADIVI,CG07,1684795004.2252069
2025-06-30,CADIVI,CG08,1672152309.0961983
2025-07-31,CADIVI,CG01,10508821483.431904
2025-07-31,CADIVI,CG02,5961609830.881036
2025-07-31,CADIVI,CG03,4198207568.521307
2025-07-31,CADIVI,CG04,2795890417.192111
2025-07-31,CADIVI,CG05,2251703229.0521083
2025-07-31,CADIVI,CG06,1804697404.1969144
2025-07-31,CADIVI,CG07,1893155264.7207441
2025-07-31,CADIVI,CG08,1528252530.47356
2025-08-31,CADIVI,CG01,6495922588.930222
2025-08-31,CADIVI,CG02,4540061084.691041
2025-08-31,CADIVI,CG03,4486561943.466144
2025-08-31,CADIVI,CG04,2690170068.2682652
2025-08-31,CADIVI,CG05,2388485227.991526
2025-08-31,CADIVI,CG06,1736659319.2002962
2025-08-31,CADIVI,CG07,1977771631.340341
2025-08-31,CADIVI,CG08,1420095316.0944676
2025-09-30,CADIVI,CG01,11790336107.567335
2025-09-30,CADIVI,CG02,6196587135.720382
2025-09-30,CADIVI,CG03,4056649756.8507123
2025-09-30,CADIVI,CG04,2811918839.5921082
2025-09-30,CADIVI,CG05,2313546848.5094266
2025-09-30,CADIVI,CG06,2199167730.8836837
2025-09-30,CADIVI,CG07,1774675747.7425554
2025-09-30,CADIVI,CG08,1435549384.0149555
2025-10-31,CADIVI,CG01,10004958189.482084
2025-10-31,CADIVI,CG02,7001918027.597129
2025-10-31,CADIVI,CG03,4467916792.826701
2025-10-31,CADIVI,CG04,3727307595.4585204
2025-10-31,CADIVI,CG05,2620542886.429088
2025-10-31,CADIVI,CG06,2427056053.3507843
2025-10-31,CADIVI,CG07,1760099804.9633563
2025-10-31,CADIVI,CG08,1446327183.5001185
2025-11-30,CADIVI,CG01,10599094739.528313
2025-11-30,CADIVI,CG02,5447479343.570165
2025-11-30,CADIVI,CG03,3677090057.296237
2025-11-30,CADIVI,CG04,2604228181.822328
2025-11-30,CADIVI,CG05,2067255612.6664367
2025-11-30,CADIVI,CG06,1737007191.1954253
2025-11-30,CADIVI,CG07,1828346804.3119018
2025-11-30,CADIVI,CG08,1676679357.6256523
2025-12-31,CADIVI,CG01,7292646044.511902
2025-12-31,CADIVI,CG02,5199065802.39473
2025-12-31,CADIVI,CG03,4055244557.355631
2025-12-31,CADIVI,CG04,3561715303.312182
2025-12-31,CADIVI,CG05,2012383979.723726
2025-12-31,CADIVI,CG06,1980652440.5974782
2025-12-31,CADIVI,CG07,2068101137.8164916
2025-12-31,CADIVI,CG08,1538518998.9772925
2026-01-31,CADIVI,CG01,9805505811.46831
2026-01-31,CADIVI,CG02,5633034767.023405
2026-01-31,CADIVI,CG03,4571118287.076681
2026-01-31,CADIVI,CG04,2784272671.7905645
2026-01-31,CADIVI,CG05,2636412481.3308244
2026-01-31,CADIVI,CG06,1829488420.4740121
2026-01-31,CADIVI,CG07,1877391864.4003747
2026-01-31,CADIVI,CG08,1541828415.7267563
2026-02-28,CADIVI,CG01,9117575659.17752
2026-02-28,CADIVI,CG02,4820293072.805314
2026-02-28,CADIVI,CG03,3569541795.2192593
2026-02-28,CADIVI,CG04,2754738181.6260347
2026-02-28,CADIVI,CG05,2032361885.9419427
2026-02-28,CADIVI,CG06,2063531829.559217
2026-02-28,CADIVI,CG07,1516373029.2975712
2026-02-28,CADIVI,CG08,1529520712.4492579
2026-03-31,CADIVI,CG01,8369444835.916034
2026-03-31,CADIVI,CG02,4678714347.838724
2026-03-31,CADIVI,CG03,4395783057.295681
2026-03-31,CADIVI,CG04,2864025556.010536
2026-03-31,CADIVI,CG05,2171001564.2255936
2026-03-31,CADIVI,CG06,2037505303.3392406
2026-03-31,CADIVI,CG07,1312946855.021157
2026-03-31,CADIVI,CG08,1380247795.9077864
2022-04-30,CMB,CG01,4753191011.9157295
2022-04-30,CMB,CG02,2656667616.355185
2022-04-30,CMB,CG03,2164854427.0123286
2022-04-30,CMB,CG04,1597263676.754751
2022-04-30,CMB,CG05,938518273.232071
2022-04-30,CMB,CG06,853542528.6011122
2022-04-30,CMB,CG07,898079200.4195094
2022-04-30,CMB,CG08,680585890.8556559
2022-05-31,CMB,CG01,4401676842.44138
2022-05-31,CMB,CG02,2061951838.4939322
2022-05-31,CMB,CG03,1736270722.2771611
2022-05-31,CMB,CG04,1029754704.9807981
2022-05-31,CMB,CG05,1109628226.6517243
2022-05-31,CMB,CG06,975472316.139076
2022-05-31,CMB,CG07,816001155.5912917
2022-05-31,CMB,CG08,786759863.920779
2022-06-30,CMB,CG01,4443687626.177766
2022-06-30,CMB,CG02,2000070637.2060423
2022-06-30,CMB,CG03,2099899732.2086325
2022-06-30,CMB,CG04,1491180604.885327
2022-06-30,CMB,CG05,1165145626.470655
2022-06-30,CMB,CG06,1085965659.3829114
2022-06-30,CMB,CG07,748899328.7676711
2022-06-30,CMB,CG08,848252581.2963986
2022-07-31,CMB,CG01,4364743168.237477
2022-07-31,CMB,CG02,1898644984.9572918
2022-07-31,CMB,CG03,1611217960.7333384
2022-07-31,CMB,CG04,1461326312.6706133
2022-07-31,CMB,CG05,988645208.3612822
2022-07-31,CMB,CG06,962843864.3537576
2022-07-31,CMB,CG07,779387985.7479753
2022-07-31,CMB,CG08,627797071.0726311
2022-08-31,CMB,CG01,4448152006.747613
2022-08-31,CMB,CG02,2106378919.226004
2022-08-31,CMB,CG03,1833133357.8647923
2022-08-31,CMB,CG04,1502217063.1282995
2022-08-31,CMB,CG05,1184041504.392599
2022-08-31,CMB,CG06,840443100.6672165
2022-08-31,CMB,CG07,792368367.329055
2022-08-31,CMB,CG08,670459757.4527389
2022-09-30,CMB,CG01,3611064499.968196
2022-09-30,CMB,CG02,2207291829.6493344
2022-09-30,CMB,CG03,1698419748.5881462
2022-09-30,CMB,CG04,1409450067.7030854
2022-09-30,CMB,CG05,1131494757.2411096
2022-09-30,CMB,CG06,902591251.1659384
2022-09-30,CMB,CG07,754318247.9388934
2022-09-30,CMB,CG08,663402166.7786028
2022-10-31,CMB,CG01,3621816768.817389
2022-10-31,CMB,CG02,2084816781.5920928
2022-10-31,CMB,CG03,1676186262.395699
2022-10-31,CMB,CG04,1129690209.0247018
2022-10-31,CMB,CG05,1039320558.9888334
2022-10-31,CMB,CG06,960205190.0672433
2022-10-31,CMB,CG07,645319606.171852
2022-10-31,CMB,CG08,640822507.2091649
2022-11-30,CMB,CG01,4362276861.160748
2022-11-30,CMB,CG02,2369679240.1676226
2022-11-30,CMB,CG03,1577214037.9074812
2022-11-30,CMB,CG04,1151786641.53511
2022-11-30,CMB,CG05,1057658116.5508012
2022-11-30,CMB,CG06,1017665135.1476558
2022-11-30,CMB,CG07,615792711.7321748
2022-11-30,CMB,CG08,681883759.7120012
2022-12-31,CMB,CG01,4449668258.997305
2022-12-31,CMB,CG02,2681687448.1023755
2022-12-31,CMB,CG03,1837987266.9337008
2022-12-31,CMB,CG04,1395274516.8569481
2022-12-31,CMB,CG05,946589142.2138976
2022-12-31,CMB,CG06,756755086.2527397
2022-12-31,CMB,CG07,927156854.9741768
2022-12-31,CMB,CG08,636518218.3840096
2023-01-31,CMB,CG01,3590113203.3818865
2023-01-31,CMB,CG02,2013922693.435356
2023-01-31,CMB,CG03,1791791878.7245436
2023-01-31,CMB,CG04,1207466629.0223489
2023-01-31,CMB,CG05,1081379256.973123
2023-01-31,CMB,CG06,953005501.0064434
2023-01-31,CMB,CG07,806570431.0623709
2023-01-31,CMB,CG08,666785595.5344015
2023-02-28,CMB,CG01,4110329299.696952
2023-02-28,CMB,CG02,2574176430.9446635
2023-02-28,CMB,CG03,2241229433.271277
2023-02-28,CMB,CG04,1619838163.871146
2023-02-28,CMB,CG05,986838688.8191907
2023-02-28,CMB,CG06,975156699.4712974
2023-02-28,CMB,CG07,979977078.4619524
2023-02-28,CMB,CG08,755529646.6469088
2023-03-31,CMB,CG01,4213012993.396697
2023-03-31,CMB,CG02,2329577235.7889
2023-03-31,CMB,CG03,1938516053.1624448
2023-03-31,CMB,CG04,1311897834.8691783
2023-03-31,CMB,CG05,1072106764.4924208
2023-03-31,CMB,CG06,949509592.7378932
2023-03-31,CMB,CG07,752762853.3581932
2023-03-31,CMB,CG08,708740666.6669558
2023-04-30,CMB,CG01,4018261247.8749113
2023-04-30,CMB,CG02,2837776726.8864636
2023-04-30,CMB,CG03,1975369150.9806523
2023-04-30,CMB,CG04,1615236904.9588916
2023-04-30,CMB,CG05,1227338774.6968493
2023-04-30,CMB,CG06,1150382753.1014526
2023-04-30,CMB,CG07,1023942722.5178766
2023-04-30,CMB,CG08,778223889.0713888
2023-05-31,CMB,CG01,3450073364.4422946
2023-05-31,CMB,CG02,2938097575.840888
2023-05-31,CMB,CG03,2045559274.124657
2023-05-31,CMB,CG04,1560086021.7849855
2023-05-31,CMB,CG05,989199697.4594613
2023-05-31,CMB,CG06,903908016.678451
2023-05-31,CMB,CG07,857307835.2319872
2023-05-31,CMB,CG08,702947277.0427215
2023-06-30,CMB,CG01,4794595666.462807
2023-06-30,CMB,CG02,2003594348.488129
2023-06-30,CMB,CG03,2076687456.6309347
2023-06-30,CMB,CG04,1352835024.174066
2023-06-30,CMB,CG05,1059336027.6579746
2023-06-30,CMB,CG06,807003828.6603452
2023-06-30,CMB,CG07,851828049.6304327
2023-06-30,CMB,CG08,512698417.2239122
2023-07-31,CMB,CG01,3746364117.2832766
2023-07-31,CMB,CG02,2490152228.4104095
2023-07-31,CMB,CG03,1903528756.694028
2023-07-31,CMB,CG04,1536997438.5127013
2023-07-31,CMB,CG05,1081182168.781642
2023-07-31,CMB,CG06,896380808.6099758
2023-07-31,CMB,CG07,783810063.405931
2023-07-31,CMB,CG08,775609148.3705466
2023-08-31,CMB,CG01,4210605911.1290894
2023-08-31,CMB,CG02,2405216664.2773666
2023-08-31,CMB,CG03,1615752367.6248164
2023-08-31,CMB,CG04,1421757574.6530607
2023-08-31,CMB,CG05,902195583.8835944
2023-08-31,CMB,CG06,1030037081.4439312
2023-08-31,CMB,CG07,831716623.144057
2023-08-31,CMB,CG08,847633743.2913389
2023-09-30,CMB,CG01,3989134824.550401
2023-09-30,CMB,CG02,2674864739.745512
2023-09-30,CMB,CG03,1973433020.0643024
2023-09-30,CMB,CG04,1171844920.7841468
2023-09-30,CMB,CG05,1030195818.5310093
2023-09-30,CMB,CG06,881850977.8959616
2023-09-30,CMB,CG07,777029173.0033666
2023-09-30,CMB,CG08,585767009.5292907
2023-10-31,CMB,CG01,3567530389.1868706
2023-10-31,CMB,CG02,2420690585.3050404
2023-10-31,CMB,CG03,1941256479.275533
2023-10-31,CMB,CG04,1296722341.331798
2023-10-31,CMB,CG05,890078172.815596
2023-10-31,CMB,CG06,1020646721.338068
2023-10-31,CMB,CG07,825160420.2546126
2023-10-31,CMB,CG08,615281875.0629717
2023-11-30,CMB,CG01,3574209761.11895
2023-11-30,CMB,CG02,2122914249.0094237
2023-11-30,CMB,CG03,1740864520.3282237
2023-11-30,CMB,CG04,1475584268.4517696
2023-11-30,CMB,CG05,984088628.1138752
2023-11-30,CMB,CG06,978799468.4034288
2023-11-30,CMB,CG07,746044986.9595134
2023-11-30,CMB,CG08,673367629.2294638
2023-12-31,CMB,CG01,4604707019.356772
2023-12-31,CMB,CG02,2254769521.471453
2023-12-31,CMB,CG03,1561441496.2221599
2023-12-31,CMB,CG04,1140537145.1654353
2023-12-31,CMB,CG05,1002430405.894322
2023-12-31,CMB,CG06,810686840.4951229
2023-12-31,CMB,CG07,826630072.3544294
2023-12-31,CMB,CG08,630893551.1156992
2024-01-31,CMB,CG01,3942368603.0463567
2024-01-31,CMB,CG02,2738636542.3303947
2024-01-31,CMB,CG03,1852076514.8260524
2024-01-31,CMB,CG04,1417529860.1166797
2024-01-31,CMB,CG05,1209750443.2154224
2024-01-31,CMB,CG06,801055239.8034956
2024-01-31,CMB,CG07,915848488.7982069
2024-01-31,CMB,CG08,887421850.5537753
2024-02-29,CMB,CG01,4276724058.984764
2024-02-29,CMB,CG02,2585056517.4036736
